Broadway & E John,26.958333333333332
6th & Pine,36.083333333333336
5th & Bell,24.875
7th & Stewart,32.25
Alaskan Way & Seneca,18.0
4th & Pine,30.583333333333332
7th & Pike,26.958333333333332
1st & Yesler,33.625
Westlake & Harrison,29.875
2nd & University,22.791666666666668
1st Ave N & Mercer St,26.333333333333332
Denny & Westlake,19.666666666666668
5th & Weller,29.083333333333332
Madison & Minor,25.916666666666668
